id,creado_en,fecha_vencimiento,canal,texto_original,area,tema,intencion,estado,prioridad,longitud_texto,numero_palabras,tiene_pregunta,tiene_fecha,texto_limpio,texto_estandar,fecha_detectada,lugar,longitud_tokens,verbo_principal,cambios,es_ambiguo,es_fecha_default
32,30/08/2026,01/09/2026,Texto,Terminar reporte de ventas,Trabajo,Gestion de Proyectos,Nota,En Progreso,4,26,4,0,0,terminar reporte de ventas,Terminar el reporte de ventas.,2026-02-21T00:00:00,,5,Terminar,[],False,True
34,11/12/2026,17/12/2026,Texto,Actualizar LinkedIn,Trabajo,Perfil Profesional,Nota,Pendiente,1,19,2,0,0,actualizar linkedin,Actualizar el perfil de LinkedIn.,2026-02-21T00:00:00,,6,Actualizar,"[""Se agregó 'el perfil de' para mayor claridad.""]",False,True
62,11/09/2027,03/10/2027,Texto,Contestar correos pendientes,Trabajo,Entregable,Tarea,Pendiente,2,28,3,0,0,contestar correos pendientes,Contestar los correos pendientes.,2026-02-21T00:00:00,,5,Contestar,[],False,True
65,05/12/2027,16/12/2027,Voz,Investigar y documentar mejores practicas para resumen ejecutivo,Trabajo,Desarrollo Profesional,Nota,Pendiente,3,28,4,0,0,investigar y documentar mejores practicas para resumen ejecutivo,Investigar y documentar las mejores prácticas para el resumen ejecutivo.,2026-02-21T00:00:00,,14,Investigar,"[""Se agregó 'las' antes de 'mejores prácticas' para mayor claridad.""]",False,True
67,16/08/2026,08/09/2026,Texto,Revisar presentacion antes de entrega,Trabajo,Entregable,Cita,Pendiente,2,22,2,0,0,revisar presentacion antes de entrega,Revisar la presentación antes de la entrega.,2026-02-21T00:00:00,,10,Revisar,"[""Se agregó 'la' antes de 'presentación' para mayor claridad."", ""Se añadió 'antes de la entrega' para completar la acción.""]",False,True
68,18/02/2026,06/03/2026,foto,Enviar practica en Notion y confirmar envio,Trabajo,Entregable,Tarea,Pendiente,1,29,5,0,0,enviar practica en notion y confirmar envio,Enviar la práctica en Notion y confirmar el envío.,2026-02-21T00:00:00,,12,Enviar,"[""Se agregó 'la' antes de 'práctica' para mayor claridad."", ""Se ajustó 'confirmar envio' a 'confirmar el envío'.""]",False,True
73,30/08/2026,09/09/2026,foto,Registrar salida de PR,Trabajo,Entregable,Cita,Pendiente,3,9,2,0,0,registrar salida de pr,Registrar la salida de PR.,2026-02-21T00:00:00,,6,Registrar,[],False,True
76,01/01/2026,13/01/2026,Texto,Definir plan de accion del proyecto,Trabajo,Gestion de Proyectos,Nota,Pendiente,3,23,4,0,0,definir plan de accion del proyecto,Definir un plan de acción para el proyecto.,2026-02-21T00:00:00,,10,Definir,['Reformulación para mayor claridad y naturalidad.'],False,True
78,28/01/2027,02/02/2027,Voz,Documentar resumen semanal del proyecto,Trabajo,Entregable,Tarea,Pendiente,1,34,5,0,0,documentar resumen semanal del proyecto,Documentar el resumen semanal del proyecto.,2026-02-21T00:00:00,,8,Documentar,[],False,True
81,28/12/2025,06/01/2026,Texto,Llamada para organizar archivos pendientes,Trabajo,Productividad,Cita,Pendiente,2,27,3,0,0,llamada para organizar archivos pendientes,Llamar para organizar archivos pendientes.,2026-02-21T00:00:00,,7,Llamar,[],False,True
83,29/11/2026,09/12/2026,Voz,Anotar ideas para mi roadmap profesional,Trabajo,Perfil Profesional,Nota,Pendiente,3,34,5,0,0,anotar ideas para mi roadmap profesional,Anotar ideas para el roadmap profesional.,2026-02-21T00:00:00,,8,Anotar,[],False,True
85,06/06/2026,13/06/2026,Voz,Entregar PR y notificar al equipo,Trabajo,Entregable,Cita,Pendiente,3,12,3,0,0,entregar pr y notificar al equipo,Entregar el PR y notificar al equipo.,2026-02-21T00:00:00,,10,Entregar,"[""Se agregó 'el' antes de 'PR' para mayor claridad."", 'Se mantuvo la estructura original de la acción.']",False,True
87,22/03/2026,28/03/2026,Voz,Organizar ejercicios de Python y archivarlos,Trabajo,Desarrollo Profesional,Tarea,Pendiente,1,42,7,0,0,organizar ejercicios de python y archivarlos,Organizar ejercicios de Python y archivarlos.,2026-02-21T00:00:00,,8,Organizar,[],False,True
95,13/05/2027,27/05/2027,Texto,Definir configuracion de seguridad 2FA,Trabajo,Productividad,Nota,Pendiente,1,22,3,0,0,definir configuracion de seguridad 2fa,Definir la configuración de seguridad 2FA.,2026-02-21T00:00:00,,7,Definir,[],False,True
100,09/07/2026,25/07/2026,Texto,Llamada de seguimiento a pipeline,Trabajo,Gestion de Proyectos,Cita,Pendiente,3,18,3,0,0,llamada de seguimiento a pipeline,Llamar para hacer seguimiento al pipeline.,2026-02-21T00:00:00,,10,Llamar,['Reformulación para mayor claridad y naturalidad.'],False,True
101,16/05/2027,10/06/2027,Voz,Evento de validacion programado,Trabajo,Gestion de Proyectos,Cita,Pendiente,1,19,3,0,0,evento de validacion programado,Validar el evento programado.,2026-02-21T00:00:00,,5,Validar,['Reformulación para mayor claridad y naturalidad.'],False,True
102,18/06/2026,07/07/2026,Voz,Optimizar plan de accion actual,Trabajo,Gestion de Proyectos,Tarea,Pendiente,1,27,5,0,0,optimizar plan de accion actual,Optimizar el plan de acción actual.,2026-02-21T00:00:00,,7,Optimizar,[],False,True
103,22/04/2027,29/04/2027,Texto,Definir metricas clave del proyecto,Trabajo,Gestion de Proyectos,Tarea,Pendiente,2,17,3,0,0,definir metricas clave del proyecto,Definir las métricas clave del proyecto.,2026-02-21T00:00:00,,8,Definir,[],False,True
106,01/04/2027,22/04/2027,Texto,Revisar avance de practica asignada,Trabajo,Desarrollo Profesional,Cita,Pendiente,4,19,3,0,0,revisar avance de practica asignada,Revisar el avance de la práctica asignada.,2026-02-21T00:00:00,,10,Revisar,"[""Se agregó el artículo 'la' antes de 'práctica' para mayor claridad.""]",False,True
108,14/08/2027,26/08/2027,Voz,Documentar tarea del diplomado,Trabajo,Entregable,Tarea,Pendiente,3,33,5,0,0,documentar tarea del diplomado,Documentar la tarea del diplomado.,2026-02-21T00:00:00,,7,Documentar,[],False,True
116,25/12/2025,14/01/2026,Texto,Confirmar ticket de soporte abierto,Trabajo,Gestion de Proyectos,Tarea,Pendiente,4,31,5,0,0,confirmar ticket de soporte abierto,Confirmar el ticket de soporte abierto.,2026-02-21T00:00:00,,7,Confirmar,[],False,True
125,06/10/2027,05/11/2027,Voz,Definir alcance de EDA,Trabajo,Gestion de Proyectos,Nota,Pendiente,2,12,2,0,0,definir alcance de eda,Definir el alcance de EDA.,2026-02-21T00:00:00,,6,Definir,[],False,True
129,03/03/2026,26/03/2026,foto,Definir prioridades de productividad semanal,Trabajo,Productividad,Nota,Pendiente,2,32,4,0,0,definir prioridades de productividad semanal,Definir prioridades de productividad semanal.,2026-02-21T00:00:00,,6,Definir,[],False,True
130,15/04/2026,06/05/2026,Voz,Registrar pipeline y archivar documentacion,Trabajo,Gestion de Proyectos,Tarea,Pendiente,2,28,5,0,0,registrar pipeline y archivar documentacion,Registrar el pipeline y archivar la documentación.,2026-02-21T00:00:00,,10,Registrar,"[""Se agregó el artículo 'el' antes de 'pipeline' y 'la' antes de 'documentación'.""]",False,True
131,02/03/2026,15/03/2026,Texto,Reunion con el equipo del proyecto,Trabajo,Reuniones Laborales,Cita,Pendiente,4,15,3,0,0,reunion con el equipo del proyecto,Reunir al equipo del proyecto,2026-02-21T00:00:00,,6,Reunir,"[""Reformulación de 'reunion con el equipo del proyecto' a 'Reunir al equipo del proyecto'""]",False,True
136,13/09/2027,01/10/2027,Voz,Definir estrategia para optimizar LinkedIn,Trabajo,Perfil Profesional,Nota,Pendiente,4,34,5,0,0,definir estrategia para optimizar linkedin,Definir una estrategia para optimizar LinkedIn.,2026-02-21T00:00:00,,10,Definir,[],False,True
143,30/07/2027,02/08/2027,Texto,Enviar seguimiento por correo,Trabajo,Gestion de Proyectos,Tarea,Pendiente,2,32,5,0,0,enviar seguimiento por correo,Enviar seguimiento por correo.,2026-02-21T00:00:00,,5,Enviar,[],False,True
144,04/05/2027,27/05/2027,Texto,Actualizar backlog antes de las 6pm,Trabajo,Gestion de Proyectos,Tarea,Pendiente,2,35,7,0,0,actualizar backlog antes de las 6pm,Actualizar el backlog antes de las 18:00.,2026-02-21T18:00:00,,10,Actualizar,['Se ajustó la hora a formato de 24 horas.'],False,False
146,30/06/2027,26/07/2027,Texto,Cerrar proyecto final en Notion,Trabajo,Entregable,Tarea,Pendiente,1,34,6,0,0,cerrar proyecto final en notion,Cerrar el proyecto final en Notion,2026-02-21T00:00:00,,7,Cerrar,[],False,True
152,13/10/2027,14/10/2027,Texto,Cerrar notebook antes de las 6pm,Trabajo,Entregable,Tarea,Pendiente,4,34,7,0,0,cerrar notebook antes de las 6pm,Cerrar el notebook antes de las 18:00.,2026-02-21T00:00:00,,10,Cerrar,['Se ajustó la hora a formato de 24 horas.'],False,True
160,22/01/2026,26/01/2026,Texto,Crear checklist para repositorio,Trabajo,Entregable,Nota,Pendiente,1,31,3,0,0,crear checklist para repositorio,Crear un checklist para el repositorio.,2026-02-21T00:00:00,,8,Crear,[],False,True
161,31/12/2026,13/01/2027,Texto,Revisar y limpiar presentacion final,Trabajo,Entregable,Tarea,Pendiente,2,23,3,0,0,revisar y limpiar presentacion final,Revisar y limpiar la presentación final.,2026-02-21T00:00:00,,7,Revisar,[],False,True
162,20/11/2026,03/12/2026,Texto,Cerrar itinerario del proyecto en Notion,Trabajo,Gestion de Proyectos,Tarea,Pendiente,4,31,5,0,0,cerrar itinerario del proyecto en notion,Cerrar el itinerario del proyecto en Notion.,2026-02-21T00:00:00,Notion,10,Cerrar,[],False,True
163,01/01/2027,24/01/2027,foto,Definir prioridades mensuales,Trabajo,Productividad,Cita,Pendiente,2,27,3,0,0,definir prioridades mensuales,Definir prioridades mensuales.,2026-02-21T00:00:00,,4,Definir,[],False,True
164,09/12/2026,04/01/2027,Voz,Reunion en Notion para seguimiento,Trabajo,Reuniones Laborales,Nota,Pendiente,3,38,6,0,0,reunion en notion para seguimiento,Agendar reunión en Notion para seguimiento,2026-02-21T00:00:00,Notion,8,Agendar,['Reformulación de la frase para mayor claridad y naturalidad'],False,True
167,28/03/2026,07/04/2026,Voz,Dar seguimiento al plan de accion,Trabajo,Gestion de Proyectos,Cita,Pendiente,4,14,3,0,0,dar seguimiento al plan de accion,Dar seguimiento al plan de acción.,2026-02-21T00:00:00,,7,Dar,[],False,True
168,26/12/2025,08/01/2026,Voz,Imprimir documentos y validar con checklist,Trabajo,Entregable,Cita,Pendiente,3,26,4,0,0,imprimir documentos y validar con checklist,Imprimir documentos y validar con el checklist.,2026-02-21T00:00:00,,10,Imprimir,"[""Se agregó 'el' antes de 'checklist' para mayor claridad.""]",False,True
178,04/05/2027,05/05/2027,Texto,Solicitar plantillas y confirmar recepcion,Trabajo,Entregable,Tarea,Pendiente,4,36,5,0,0,solicitar plantillas y confirmar recepcion,Solicitar plantillas y confirmar la recepción.,2026-02-21T00:00:00,,10,Solicitar,"[""Se agregó 'la' antes de 'recepción' para mayor claridad.""]",False,True
182,16/06/2026,29/06/2026,Texto,Configurar seguridad 2FA y registrar evidencia,Trabajo,Productividad,Tarea,Pendiente,3,45,6,0,0,configurar seguridad 2fa y registrar evidencia,Configurar la seguridad 2FA y registrar la evidencia.,2026-02-21T00:00:00,,10,Configurar,"[""Se agregó 'la' antes de 'evidencia' para mayor claridad.""]",False,True
183,06/11/2026,19/11/2026,Voz,Optimizar EDA segun calendario,Trabajo,Gestion de Proyectos,Tarea,Pendiente,1,38,6,0,0,optimizar eda segun calendario,Optimizar el EDA según el calendario.,2026-02-21T00:00:00,,8,Optimizar,[],False,True
186,06/12/2027,21/12/2027,Texto,Completar practica y registrar avance,Trabajo,Desarrollo Profesional,Tarea,Pendiente,2,34,6,0,0,completar practica y registrar avance,Completar la práctica y registrar el avance.,2026-02-21T00:00:00,,10,Completar,[],False,True
188,27/11/2027,12/12/2027,Texto,Evaluar opciones para deploy,Trabajo,Gestion de Proyectos,Tarea,Pendiente,4,36,6,0,0,evaluar opciones para deploy,Evaluar opciones para el despliegue.,2026-02-21T00:00:00,,7,Evaluar,"[""Se agregó 'el' antes de 'despliegue' para mayor claridad.""]",False,True
190,25/12/2025,15/01/2026,Voz,Sesion 1:1 con mi jefe,Trabajo,Reuniones Laborales,Nota,Pendiente,2,21,3,0,0,sesion 1:1 con mi jefe,Agendar sesión 1:1 con mi jefe,2026-02-21T00:00:00,,8,Agendar,[],False,True
195,26/04/2026,09/05/2026,Texto,Explorar opciones de automatizacion,Trabajo,Gestion de Proyectos,Cita,Pendiente,2,16,4,0,0,explorar opciones de automatizacion,Explorar opciones de automatización.,2026-02-21T00:00:00,,5,Explorar,[],False,True
199,21/03/2026,08/04/2026,Texto,Reflexionar sobre procesos de automatizacion,Trabajo,Gestion de Proyectos,Nota,Pendiente,3,29,3,0,0,reflexionar sobre procesos de automatizacion,Reflexionar sobre procesos de automatización.,2026-02-21T00:00:00,,6,Reflexionar,[],False,True
200,16/10/2026,26/10/2026,Texto,Depurar plan de accion usando checklist,Trabajo,Gestion de Proyectos,Nota,Pendiente,1,33,3,0,0,depurar plan de accion usando checklist,Depurar el plan de acción usando la checklist.,2026-02-21T00:00:00,,10,Depurar,"[""Se agregó 'el' antes de 'plan de acción' para mayor claridad."", ""Se agregó 'la' antes de 'checklist' para mayor claridad.""]",False,True
201,30/07/2026,01/08/2026,Voz,Entregar presentacion final,Trabajo,Entregable,Tarea,Pendiente,1,39,7,0,0,entregar presentacion final,Entregar la presentación final.,2026-02-21T00:00:00,,5,Entregar,[],False,True
204,20/07/2026,23/07/2026,Voz,Resolver dudas sobre plan de accion,Trabajo,Gestion de Proyectos,Cita,Pendiente,3,23,3,0,0,resolver dudas sobre plan de accion,Resolver dudas sobre el plan de acción.,2026-02-21T00:00:00,,8,Resolver,[],False,True
205,21/11/2027,08/12/2027,Voz,Sesion sobre procesos internos,Trabajo,Reuniones Laborales,Nota,Pendiente,2,25,4,0,0,sesion sobre procesos internos,Realizar una sesión sobre procesos internos,2026-02-21T00:00:00,,7,Realizar,['Reformulación para mayor claridad y naturalidad'],False,True
207,26/03/2027,30/03/2027,Texto,Anotar ideas de modelado,Trabajo,Gestion de Proyectos,Cita,Pendiente,3,17,2,0,0,anotar ideas de modelado,Anotar ideas de modelado.,2026-02-21T00:00:00,,5,Anotar,[],False,True
209,30/05/2026,02/06/2026,Texto,Subir tarea del diplomado,Trabajo,Entregable,Nota,Pendiente,3,20,3,0,0,subir tarea del diplomado,Subir la tarea del diplomado.,2026-02-21T00:00:00,,7,Subir,[],False,True
210,23/04/2027,26/04/2027,Texto,Confirmar documentacion enviada,Trabajo,Entregable,Tarea,Pendiente,1,28,5,0,0,confirmar documentacion enviada,Confirmar la documentación enviada.,2026-02-21T00:00:00,,5,Confirmar,[],False,True
212,03/10/2027,22/10/2027,Texto,Registrar avances en modelado,Trabajo,Gestion de Proyectos,Tarea,Pendiente,1,26,3,0,0,registrar avances en modelado,Registrar avances en modelado.,2026-02-21T00:00:00,,5,Registrar,[],False,True
216,01/12/2026,30/12/2026,Texto,Guardar PR validado con checklist,Trabajo,Entregable,Tarea,Pendiente,4,18,3,0,0,guardar pr validado con checklist,Guardar el PR validado con el checklist.,2026-02-21T00:00:00,,10,Guardar,"[""Se agregó 'el' antes de 'PR' para mayor claridad."", ""Se agregó 'con el' antes de 'checklist' para mayor claridad.""]",False,True
222,26/05/2027,11/06/2027,Texto,Dar seguimiento al itinerario del proyecto,Trabajo,Gestion de Proyectos,Tarea,Pendiente,3,27,5,0,0,dar seguimiento al itinerario del proyecto,Dar seguimiento al itinerario del proyecto.,2026-02-21T00:00:00,,8,Dar,[],False,True
224,29/04/2027,08/05/2027,Texto,Definir sistema personal de productividad,Trabajo,Productividad,Tarea,Pendiente,4,37,6,0,0,definir sistema personal de productividad,Definir un sistema personal de productividad.,2026-02-21T00:00:00,,8,Definir,[],False,True
230,11/10/2026,16/10/2026,Voz,Optimizar inbox zero hoy,Trabajo,Productividad,Nota,Pendiente,1,25,3,0,0,optimizar inbox zero hoy,Optimizar el inbox zero,2026-02-21T00:00:00,,4,Optimizar,[],False,True
233,23/04/2027,11/05/2027,Voz,Reunion tecnica sobre notebook,Trabajo,Reuniones Laborales,Tarea,Pendiente,2,27,5,0,0,reunion tecnica sobre notebook,Agendar reunión técnica sobre notebook,2026-02-21T00:00:00,,7,Agendar,['Reformulación para mayor claridad y naturalidad'],False,True
234,10/02/2027,10/03/2027,Texto,Configurar deploy hoy,Trabajo,Gestion de Proyectos,Cita,Pendiente,2,15,3,0,0,configurar deploy hoy,Configurar el deploy.,2026-02-21T00:00:00,,4,Configurar,"[""Se agregó 'el' antes de 'deploy' para mayor claridad.""]",False,True
236,27/06/2027,02/07/2027,Voz,Llamada sobre proyecto final,Trabajo,Reuniones Laborales,Tarea,Pendiente,4,19,4,0,0,llamada sobre proyecto final,Llamar sobre el proyecto final,2026-02-21T00:00:00,,6,Llamar,[],False,True
239,22/09/2026,28/09/2026,Voz,Configurar ejercicios de Python hoy,Trabajo,Desarrollo Profesional,Cita,Pendiente,1,23,3,0,0,configurar ejercicios de python hoy,Configurar ejercicios de Python.,2026-02-21T00:00:00,,5,Configurar,"[""Se eliminó 'hoy' y se ajustó la frase para mayor claridad.""]",False,True
240,04/03/2026,10/03/2026,Texto,Revisar avance del plan de accion,Trabajo,Gestion de Proyectos,Tarea,Pendiente,4,38,6,0,0,revisar avance del plan de accion,Revisar el avance del plan de acción,2026-02-21T00:00:00,,8,Revisar,[],False,True
242,24/06/2026,21/07/2026,Texto,Actualizar repositorio hoy,Trabajo,Entregable,Cita,Pendiente,4,30,5,0,0,actualizar repositorio hoy,Actualizar el repositorio.,2026-02-21T00:00:00,,4,Actualizar,"[""Se eliminó 'hoy' ya que se asumió la fecha por defecto.""]",False,True
243,21/11/2026,22/11/2026,Voz,Crear checklist para roadmap,Trabajo,Gestion de Proyectos,Tarea,Pendiente,4,24,4,0,0,crear checklist para roadmap,Crear un checklist para el roadmap.,2026-02-21T00:00:00,,7,Crear,[],False,True
250,17/04/2026,08/05/2026,Texto,Check-in de avance en mi portafolio,Trabajo,Perfil Profesional,Nota,Pendiente,4,27,3,0,0,check in de avance en mi portafolio,Revisar el avance en mi portafolio,2026-02-21T00:00:00,,8,Revisar,['Reformulación de la frase para mayor claridad'],False,True
251,11/10/2026,16/10/2026,Texto,Organizar archivos en Drive,Trabajo,Productividad,Cita,Pendiente,3,24,4,0,0,organizar archivos en drive,Organizar los archivos en Drive,2026-02-21T00:00:00,Drive,6,Organizar,"[""Se agregó 'los' antes de 'archivos' para mayor claridad.""]",False,True
253,23/09/2026,07/10/2026,foto,Registrar actividades completadas y dejar evidencia,Trabajo,Productividad,Tarea,Pendiente,3,18,3,0,0,registrar actividades completadas y dejar evidencia,Registrar actividades completadas y dejar evidencia.,2026-02-21T00:00:00,,8,Registrar,[],False,True
258,29/12/2026,12/01/2027,Voz,Entregar resumen ejecutivo,Trabajo,Entregable,Tarea,Pendiente,1,42,6,0,0,entregar resumen ejecutivo,Entregar el resumen ejecutivo.,2026-02-21T00:00:00,,5,Entregar,[],False,True
268,27/11/2026,19/12/2026,Voz,Registrar salida con RH,Trabajo,Reuniones Laborales,Cita,Pendiente,1,16,2,0,0,registrar salida con rh,Registrar la salida con recursos humanos.,2026-02-21T00:00:00,,8,Registrar,"[""Se agregó 'la' antes de 'salida' para mayor claridad."", ""Se especificó 'con recursos humanos' para completar la acción.""]",False,True
271,30/09/2027,11/10/2027,Voz,Solicitar practica y confirmar recepcion,Trabajo,Desarrollo Profesional,Cita,Pendiente,2,9,2,0,0,solicitar practica y confirmar recepcion,Solicitar la práctica y confirmar la recepción.,2026-02-21T00:00:00,,10,Solicitar,['Reformulación para mayor claridad y naturalidad.'],False,True
273,07/07/2026,19/07/2026,Texto,Anotar observaciones del proyecto final,Trabajo,Gestion de Proyectos,Tarea,Pendiente,1,43,6,0,0,anotar observaciones del proyecto final,Anotar las observaciones del proyecto final.,2026-02-21T00:00:00,,8,Anotar,[],False,True
274,11/08/2027,29/08/2027,Texto,Definir tarea del diplomado,Trabajo,Desarrollo Profesional,Nota,Pendiente,1,27,4,0,0,definir tarea del diplomado,Definir la tarea del diplomado.,2026-02-21T00:00:00,,7,Definir,[],False,True
278,11/06/2026,10/07/2026,Voz,Llamar para validar plan de accion,Trabajo,Gestion de Proyectos,Nota,Pendiente,1,28,4,0,0,llamar para validar plan de accion,Llamar para validar el plan de acción.,2026-02-21T00:00:00,,8,Llamar,[],False,True
281,10/03/2027,26/03/2027,Texto,Explorar idea de ticket de soporte,Trabajo,Gestion de Proyectos,Tarea,Pendiente,3,47,8,0,0,explorar idea de ticket de soporte,Explorar la idea de un ticket de soporte.,2026-02-21T00:00:00,,10,Explorar,['Reformulación para mayor claridad'],False,True
287,24/09/2026,03/10/2026,Texto,Planear lectura del modulo esta semana,Trabajo,Desarrollo Profesional,Nota,Pendiente,3,23,4,0,0,planear lectura del modulo esta semana,Planear la lectura del módulo.,2026-02-21T00:00:00,,7,Planear,['Reformulación para mayor claridad y naturalidad.'],False,True
288,06/07/2027,05/08/2027,Texto,Configurar EDA hoy,Trabajo,Gestion de Proyectos,Tarea,Pendiente,1,40,7,0,0,configurar eda hoy,Configurar EDA.,2026-02-21T00:00:00,,3,Configurar,[],False,True
289,27/05/2027,02/06/2027,Texto,Llamada con soporte tecnico,Trabajo,Reuniones Laborales,Tarea,Pendiente,1,21,4,0,0,llamada con soporte tecnico,Llamar al soporte técnico.,2026-02-21T00:00:00,,5,Llamar,[],False,True
290,27/01/2027,30/01/2027,foto,Optimizar itinerario en Notion,Trabajo,Gestion de Proyectos,Cita,Pendiente,4,15,2,0,0,optimizar itinerario en notion,Optimizar el itinerario en Notion,2026-02-21T00:00:00,,6,Optimizar,[],False,True
291,15/07/2026,04/08/2026,Voz,Investigar seguimiento efectivo por correo,Trabajo,Productividad,Tarea,Pendiente,1,33,5,0,0,investigar seguimiento efectivo por correo,Investigar el seguimiento efectivo por correo.,2026-02-21T00:00:00,,8,Investigar,[],False,True
292,06/02/2027,28/02/2027,Texto,Sesion de actualizacion LinkedIn,Trabajo,Perfil Profesional,Nota,Pendiente,3,43,6,0,0,sesion de actualizacion linkedin,Actualizar el perfil de LinkedIn.,2026-02-21T00:00:00,,5,Actualizar,['Reformulación para mayor claridad y naturalidad.'],False,True
297,05/12/2026,12/12/2026,Voz,Solicitar documentacion pendiente,Trabajo,Entregable,Cita,Pendiente,2,32,5,0,0,solicitar documentacion pendiente,Solicitar la documentación pendiente.,2026-02-21T00:00:00,,5,Solicitar,[],False,True
298,02/03/2027,15/03/2027,Voz,Seguimiento tecnico de notebook,Trabajo,Gestion de Proyectos,Cita,Pendiente,1,18,3,0,0,seguimiento tecnico de notebook,Realizar seguimiento técnico de la notebook,2026-02-21T00:00:00,,7,Realizar,['Reformulación para mayor claridad y naturalidad'],False,True
309,02/04/2026,05/04/2026,Texto,Entregar plan de accion y dar seguimiento,Trabajo,Gestion de Proyectos,Tarea,Pendiente,1,26,3,0,0,entregar plan de accion y dar seguimiento,Entregar el plan de acción y dar seguimiento.,2026-02-21T00:00:00,,10,Entregar,['Reformulación para mayor claridad y naturalidad.'],False,True
312,14/12/2025,12/01/2026,Texto,Revisar tarea del diplomado,Trabajo,Desarrollo Profesional,Cita,Pendiente,3,21,2,0,0,revisar tarea del diplomado,Revisar la tarea del diplomado.,2026-02-21T00:00:00,,7,Revisar,[],False,True
314,08/09/2026,19/09/2026,Voz,Reunion para definir prioridades del mes,Trabajo,Reuniones Laborales,Tarea,Pendiente,3,45,8,0,0,reunion para definir prioridades del mes,Reunir para definir las prioridades del mes.,2026-02-21T00:00:00,,10,Reunir,['Reformulación de la frase para mayor claridad.'],False,True
320,24/02/2027,26/03/2027,Texto,Seguimiento tecnico de pipeline,Trabajo,Gestion de Proyectos,Cita,Pendiente,1,30,5,0,0,seguimiento tecnico de pipeline,Realizar seguimiento técnico del pipeline,2026-02-21T00:00:00,,7,Realizar,[],False,True
324,14/10/2027,26/10/2027,Texto,Crear plan de estudio y archivarlo,Trabajo,Desarrollo Profesional,Cita,Pendiente,2,31,6,0,0,crear plan de estudio y archivarlo,Crear un plan de estudio y archivarlo.,2026-02-21T00:00:00,,10,Crear,[],False,True
325,26/12/2026,20/01/2027,Voz,Agendar pipeline y registrar evidencia,Trabajo,Gestion de Proyectos,Cita,Pendiente,3,23,3,0,0,agendar pipeline y registrar evidencia,Agendar el pipeline y registrar la evidencia.,2026-02-21T00:00:00,,10,Agendar,"[""Se agregó el artículo 'el' antes de 'pipeline' para mayor claridad.""]",False,True
327,25/03/2027,24/04/2027,Texto,Registrar notas sobre metricas,Trabajo,Gestion de Proyectos,Tarea,Pendiente,1,32,6,0,0,registrar notas sobre metricas,Registrar notas sobre métricas.,2026-02-21T00:00:00,,6,Registrar,[],False,True
333,19/03/2026,20/03/2026,Texto,Evento de reporte semanal,Trabajo,Reuniones Laborales,Tarea,Pendiente,4,37,6,0,0,evento de reporte semanal,Realizar un evento de reporte semanal.,2026-02-21T00:00:00,,30,Realizar,[],False,True
338,04/03/2026,21/03/2026,Voz,Entregar validacion final,Trabajo,Entregable,Nota,Pendiente,4,21,3,0,0,entregar validacion final,Entregar la validación final.,2026-02-21T00:00:00,,5,Entregar,[],False,True
339,11/05/2026,16/05/2026,Voz,Reflexionar sobre avances de mi proyecto de IA,Trabajo,Desarrollo Profesional,Cita,Pendiente,3,26,4,0,0,reflexionar sobre avances de mi proyecto de ia,Reflexionar sobre los avances del proyecto de IA.,2026-02-21T00:00:00,,10,Reflexionar,"[""ajustar 'mi proyecto de ia' a 'el proyecto de IA'""]",False,True
342,17/09/2026,04/10/2026,Voz,Clase para mejorar portafolio,Trabajo,Perfil Profesional,Cita,Pendiente,2,32,6,0,0,clase para mejorar portafolio,Asistir a una clase para mejorar el portafolio.,2026-02-21T00:00:00,,10,Asistir,['Reformulación para mayor claridad y naturalidad.'],False,True
343,03/04/2027,06/04/2027,Texto,Notas sobre PR enviado,Trabajo,Entregable,Cita,Pendiente,4,18,2,0,0,notas sobre pr enviado,Revisar notas sobre el PR enviado.,2026-02-21T00:00:00,,30,Revisar,['Se ajustó la frase para que sea clara y ejecutable.'],False,True
345,25/03/2026,12/04/2026,Texto,Explorar mejoras para inbox zero,Trabajo,Productividad,Nota,Pendiente,1,36,6,0,0,explorar mejoras para inbox zero,Explorar mejoras para lograr inbox zero.,2026-02-21T00:00:00,,8,Explorar,['Reformulación para mayor claridad.'],False,True
349,02/06/2026,09/06/2026,Texto,Reunion de validacion,Trabajo,Reuniones Laborales,Cita,Pendiente,3,20,3,0,0,reunion de validacion,Realizar una reunión de validación.,2026-02-21T00:00:00,,7,Realizar,[],False,True
357,13/02/2027,15/02/2027,Voz,Organizar inbox zero,Trabajo,Productividad,Cita,Pendiente,1,24,4,0,0,organizar inbox zero,Organizar el inbox para alcanzar cero correos.,2026-02-21T00:00:00,,10,Organizar,['Reformulación para mayor claridad y naturalidad.'],False,True
359,14/09/2027,15/09/2027,Texto,Reunion sobre automatizacion,Trabajo,Reuniones Laborales,Nota,Pendiente,4,15,3,0,0,reunion sobre automatizacion,Agendar reunión sobre automatización,2026-02-21T00:00:00,,6,Agendar,"[""Reformulación de 'reunion sobre automatizacion' a 'Agendar reunión sobre automatización'""]",False,True
362,19/01/2027,05/02/2027,Voz,Investigar gestion de tickets de soporte,Trabajo,Gestion de Proyectos,Nota,Pendiente,4,25,4,0,0,investigar gestion de tickets de soporte,Investigar la gestión de tickets de soporte.,2026-02-21T00:00:00,,8,Investigar,"[""Se agregó el artículo 'la' para mayor claridad.""]",False,True
